"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QGUTRCBF","journalArticle","2011","Schmidt, U.; Basyuk, E.; Robert, M. C.; Yoshida, M.; Villemin, J. P.; Auboeuf, D.; Aitken, S.; Bertrand, E.","Real-time imaging of cotranscriptional splicing reveals a kinetic model that reduces noise: implications for alternative splicing regulation","J Cell Biol","","1540-8140 (Electronic) 0021-9525 (Linking)","10.1083/jcb.201009012","http://www.ncbi.nlm.nih.gov/pubmed/21624952","Splicing is a key process that expands the coding capacity of genomes. Its kinetics remain poorly characterized, and the distribution of splicing time caused by the stochasticity of single splicing events is expected to affect regulation efficiency. We conducted a small-scale survey on 40 introns in human cells and observed that most were spliced cotranscriptionally. Consequently, we constructed a reporter system that splices cotranscriptionally and can be monitored in live cells and in real time through the use of MS2-GFP. All small nuclear ribonucleoproteins (snRNPs) are loaded on nascent pre-mRNAs, and spliceostatin A inhibits splicing but not snRNP recruitment. Intron removal occurs in minutes and is best described by a model where several successive steps are rate limiting. Each pre-mRNA molecule is predicted to require a similar time to splice, reducing kinetic noise and improving the regulation of alternative splicing. This model is relevant to other kinetically controlled processes acting on few molecules.","2011-05-30","2025-01-31 15:33:01","2025-01-31 15:33:01","","819-29","","5","193","","","","","","","","","","eng","","","","21624952","","","Edition: 2011/06/01","","","","Humans; *Models, Biological; *Transcription, Genetic; Kinetics; Cell Line, Tumor; Alternative Splicing/*genetics; Molecular Imaging/*methods; Ribonucleoprotein, U1 Small Nuclear/metabolism; RNA, Messenger/*genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XN9XBL4","journalArticle","2012","Li, Y.; Fu, Y. Q.; Brodie, S. D.; Alghane, M.; Walton, A. J.","Integrated microfluidics system using surface acoustic wave and electrowetting on dielectrics technology","Biomicrofluidics","","1932-1058 (Electronic) 1932-1058 (Linking)","10.1063/1.3660198","https://www.ncbi.nlm.nih.gov/pubmed/22662079","This paper presents integrated microfluidic lab-on-a-chip technology combining surface acoustic wave (SAW) and electro-wetting on dielectric (EWOD). This combination has been designed to provide enhanced microfluidic functionality and the integrated devices have been fabricated using a single mask lithographic process. The integrated technology uses EWOD to guide and precisely position microdroplets which can then be actuated by SAW devices for particle concentration, acoustic streaming, mixing and ejection, as well as for sensing using a shear-horizontal wave SAW device. A SAW induced force has also been employed to enhance the EWOD droplet splitting function.","2012-03","2025-01-31 15:33:01","2025-01-31 15:33:01","","12812-128129","","1","6","","Biomicrofluidics","","","","","","","","English","","","","22662079","","","","","","","ewod; fabrication; liquid droplets; saw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79FLQSX5","journalArticle","2010","Alexander, R.; Beggs, J. D.","Cross-talk in transcription, splicing and chromatin: who makes the first call?","Biochem Soc Trans","","1470-8752 (Electronic) 0300-5127 (Linking)","10.1042/BST0381251","http://www.ncbi.nlm.nih.gov/pubmed/20863294","The complex processes of mRNA transcription and splicing were traditionally studied in isolation. In vitro studies showed that splicing could occur independently of transcription and the perceived wisdom was that, to a large extent, it probably did. However, there is now abundant evidence for functional interactions between transcription and splicing, with important consequences for splicing regulation. In the present paper, we summarize the evidence that transcription affects splicing and vice versa, and the more recent indications of epigenetic effects on splicing, through chromatin modifications. We end by discussing the potential for a systems biology approach to obtain better insight into how these processes affect each other.","2010-10","2025-01-31 15:33:01","2025-01-31 15:33:01","","1251-6","","5","38","","","","","","","","","","eng","","","","20863294","","","Edition: 2010/09/25","","","","Humans; Animals; Models, Biological; Chromatin/genetics/*metabolism; Histones/genetics/metabolism; Ribonucleoproteins, Small Nuclear/genetics/metabolism; RNA Splicing/genetics/*physiology; Spliceosomes/genetics/metabolism; Transcription, Genetic/*genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ER5C6HR5","journalArticle","2008","Yu, L.; Watterson, S.; Marshall, S.; Ghazal, P.","Inferring Boolean networks with perturbation from sparse gene expression data: a general model applied to the interferon regulatory network","Mol Biosyst","","1742-2051 (Electronic) 1742-2051 (Linking)","10.1039/b804649b","http://www.ncbi.nlm.nih.gov/pubmed/19082142","Due to the large number of variables required and the limited number of independent experiments, the inference of genetic regulatory networks from gene expression data is a challenge of long standing within the microarray field. This report investigates the inference of Boolean networks with perturbation (BNp) from simulated data and observed microarray data. We interpret the discrete expression levels as attractor states of the underlying network and use the sequence of attractor states to determine the model. We consider the case where a complete sequence of attractors is known and the case where the known attractor states are arrived at by sampling from an underlying sequence of attractors. In the former case, a BNp can be inferred trivially, for an arbitrary number of genes and attractors. In the latter case, we use the constraints posed by the distribution of attractor states and the need to conserve probability to arrive at one of three possible solutions: an unique, exact network; several exact networks or a 'most-likely' network. In the case of several exact networks we use a robustness requirement to select a preferred network. In the case that an exact option is not found, we select the network that best fits the observed attractor distribution. We apply the resulting algorithm to the interferon regulatory network using expression data taken from murine bone-derived macrophage cells infected with cytomegalovirus.","2008-10","2025-01-31 15:33:01","2025-01-31 15:33:01","","1024-30","","10","4","","","","","","","","","","eng","","","","19082142","","","Edition: 2008/12/17","","","","Algorithms; Computer Simulation; *Models, Genetic; Gene Expression Regulation/*genetics; Gene Regulatory Networks/*genetics; Interferons/*genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE4LJ4X5","journalArticle","2009","Birmingham, A.; Selfors, L. M.; Forster, T.; Wrobel, D.; Kennedy, C. J.; Shanks, E.; Santoyo-Lopez, J.; Dunican, D. J.; Long, A.; Kelleher, D.; Smith, Q.; Beijersbergen, R. L.; Ghazal, P.; Shamu, C. E.","Statistical methods for analysis of high-throughput RNA interference screens","Nat Methods","","1548-7105 (Electronic) 1548-7091 (Linking)","10.1038/nmeth.1351","http://www.ncbi.nlm.nih.gov/pubmed/19644458","RNA interference (RNAi) has become a powerful technique for reverse genetics and drug discovery, and in both of these areas large-scale high-throughput RNAi screens are commonly performed. The statistical techniques used to analyze these screens are frequently borrowed directly from small-molecule screening; however, small-molecule and RNAi data characteristics differ in meaningful ways. We examine the similarities and differences between RNAi and small-molecule screens, highlighting particular characteristics of RNAi screen data that must be addressed during analysis. Additionally, we provide guidance on selection of analysis techniques in the context of a sample workflow.","2009-08","2025-01-31 15:33:01","2025-01-31 15:33:01","","569-75","","8","6","","","","","","","","","","eng","","","","19644458","","","Edition: 2009/08/01","","","","Computer Simulation; Models, Statistical; Animals; *RNA Interference; *Small Molecule Libraries; Research Design/*statistics & numerical data; RNA, Small Interfering/*chemistry/*genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCFCBEJI","journalArticle","2009","Le Novere, N.; Hucka, M.; Mi, H.; Moodie, S.; Schreiber, F.; Sorokin, A.; Demir, E.; Wegner, K.; Aladjem, M. I.; Wimalaratne, S. M.; Bergman, F. T.; Gauges, R.; Ghazal, P.; Kawaji, H.; Li, L.; Matsuoka, Y.; Villeger, A.; Boyd, S. E.; Calzone, L.; Courtot, M.; Dogrusoz, U.; Freeman, T. C.; Funahashi, A.; Ghosh, S.; Jouraku, A.; Kim, S.; Kolpakov, F.; Luna, A.; Sahle, S.; Schmidt, E.; Watterson, S.; Wu, G.; Goryanin, I.; Kell, D. B.; Sander, C.; Sauro, H.; Snoep, J. L.; Kohn, K.; Kitano, H.","The Systems Biology Graphical Notation","Nat Biotechnol","","1546-1696 (Electronic) 1087-0156 (Linking)","10.1038/nbt.1558","http://www.ncbi.nlm.nih.gov/pubmed/19668183","Circuit diagrams and Unified Modeling Language diagrams are just two examples of standard visual languages that help accelerate work by promoting regularity, removing ambiguity and enabling software tool support for communication of complex information. Ironically, despite having one of the highest ratios of graphical to textual information, biology still lacks standard graphical notations. The recent deluge of biological knowledge makes addressing this deficit a pressing concern. Toward this goal, we present the Systems Biology Graphical Notation (SBGN), a visual language developed by a community of biochemists, modelers and computer scientists. SBGN consists of three complementary languages: process diagram, entity relationship diagram and activity flow diagram. Together they enable scientists to represent networks of biochemical interactions in a standard, unambiguous way. We believe that SBGN will foster efficient and accurate representation, visualization, storage, exchange and reuse of information on all kinds of biological knowledge, from gene regulation, to metabolism, to cellular signaling.","2009-08","2025-01-31 15:33:01","2025-01-31 15:33:01","","735-41","","8","27","","","","","","","","","","eng","","","","19668183","","","Edition: 2009/08/12","","","","*Software; *Computer Graphics/history; *Systems Biology/history; History, 20th Century; Internet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KU9AQBCA","journalArticle","2012","Edgar, R. S.; Green, E. W.; Zhao, Y.; van Ooijen, G.; Olmedo, M.; Qin, X.; Xu, Y.; Pan, M.; Valekunja, U. K.; Feeney, K. A.; Maywood, E. S.; Hastings, M. H.; Baliga, N. S.; Merrow, M.; Millar, A. J.; Johnson, C. H.; Kyriacou, C. P.; O'Neill, J. S.; Reddy, A. B.","Peroxiredoxins are conserved markers of circadian rhythms","Nature","","1476-4687 (Electronic) 0028-0836 (Linking)","10.1038/nature11088","http://www.ncbi.nlm.nih.gov/pubmed/22622569","Cellular life emerged approximately 3.7 billion years ago. With scant exception, terrestrial organisms have evolved under predictable daily cycles owing to the Earth's rotation. The advantage conferred on organisms that anticipate such environmental cycles has driven the evolution of endogenous circadian rhythms that tune internal physiology to external conditions. The molecular phylogeny of mechanisms driving these rhythms has been difficult to dissect because identified clock genes and proteins are not conserved across the domains of life: Bacteria, Archaea and Eukaryota. Here we show that oxidation-reduction cycles of peroxiredoxin proteins constitute a universal marker for circadian rhythms in all domains of life, by characterizing their oscillations in a variety of model organisms. Furthermore, we explore the interconnectivity between these metabolic cycles and transcription-translation feedback loops of the clockwork in each system. Our results suggest an intimate co-evolution of cellular timekeeping with redox homeostatic mechanisms after the Great Oxidation Event approximately 2.5 billion years ago.","2012-05-24","2025-01-31 15:33:01","2025-01-31 15:33:01","","459-64","","7399","485","","","","","","","","","","eng","","","","22622569","","","Edition: 2012/05/25","","","","Humans; Animals; Models, Biological; Transcription, Genetic; Amino Acid Sequence; Molecular Sequence Data; Protein Biosynthesis; *Conserved Sequence; *Evolution, Molecular; Archaea/metabolism; Bacteria/metabolism; Biological Markers/metabolism; Catalytic Domain; Circadian Clocks/genetics/physiology; Circadian Rhythm/genetics/*physiology; Eukaryotic Cells/metabolism; Feedback, Physiological; Homeostasis; Oxidation-Reduction; Peroxiredoxins/chemistry/*metabolism; Phylogeny; Prokaryotic Cells/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXG92CHP","journalArticle","2011","Yun, B. W.; Feechan, A.; Yin, M.; Saidi, N. B.; Le Bihan, T.; Yu, M.; Moore, J. W.; Kang, J. G.; Kwon, E.; Spoel, S. H.; Pallas, J. A.; Loake, G. J.","S-nitrosylation of NADPH oxidase regulates cell death in plant immunity","Nature","","1476-4687 (Electronic) 0028-0836 (Linking)","10.1038/nature10427","http://www.ncbi.nlm.nih.gov/pubmed/21964330","Changes in redox status are a conspicuous feature of immune responses in a variety of eukaryotes, but the associated signalling mechanisms are not well understood. In plants, attempted microbial infection triggers the rapid synthesis of nitric oxide and a parallel accumulation of reactive oxygen intermediates, the latter generated by NADPH oxidases related to those responsible for the pathogen-activated respiratory burst in phagocytes. Both nitric oxide and reactive oxygen intermediates have been implicated in controlling the hypersensitive response, a programmed execution of plant cells at sites of attempted infection. However, the molecular mechanisms that underpin their function and coordinate their synthesis are unknown. Here we show genetic evidence that increases in cysteine thiols modified using nitric oxide, termed S-nitrosothiols, facilitate the hypersensitive response in the absence of the cell death agonist salicylic acid and the synthesis of reactive oxygen intermediates. Surprisingly, when concentrations of S-nitrosothiols were high, nitric oxide function also governed a negative feedback loop limiting the hypersensitive response, mediated by S-nitrosylation of the NADPH oxidase, AtRBOHD, at Cys 890, abolishing its ability to synthesize reactive oxygen intermediates. Accordingly, mutation of Cys 890 compromised S-nitrosothiol-mediated control of AtRBOHD activity, perturbing the magnitude of cell death development. This cysteine is evolutionarily conserved and specifically S-nitrosylated in both human and fly NADPH oxidase, suggesting that this mechanism may govern immune responses in both plants and animals.","2011-10-13","2025-01-31 15:33:01","2025-01-31 15:33:01","","264-8","","7368","478","","","","","","","","","","eng","","","","21964330","","","Edition: 2011/10/04","","","","Humans; Animals; Mutation; Feedback, Physiological; *Plant Immunity; Apoptosis/*immunology; Arabidopsis Proteins/chemistry/genetics/*metabolism; Arabidopsis/cytology/enzymology/*immunology/*microbiology; Conserved Sequence; Cysteine/chemistry/genetics/metabolism; Drosophila melanogaster; Mutant Proteins/chemistry/genetics/metabolism; NADH, NADPH Oxidoreductases/metabolism; NADPH Oxidase/chemistry/genetics/*metabolism; Nitric Oxide/metabolism; Plant Cells/*enzymology/*immunology/microbiology/pathology; Pseudomonas syringae/immunology; Reactive Oxygen Species/metabolism; Salicylic Acid; Sulfhydryl Compounds/chemistry/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNJCA7UX","journalArticle","2011","O'Neill, J. S.; van Ooijen, G.; Dixon, L. E.; Troein, C.; Corellou, F.; Bouget, F. Y.; Reddy, A. B.; Millar, A. J.","Circadian rhythms persist without transcription in a eukaryote","Nature","","1476-4687 (Electronic) 0028-0836 (Linking)","10.1038/nature09654","http://www.ncbi.nlm.nih.gov/pubmed/21270895","Circadian rhythms are ubiquitous in eukaryotes, and coordinate numerous aspects of behaviour, physiology and metabolism, from sleep/wake cycles in mammals to growth and photosynthesis in plants. This daily timekeeping is thought to be driven by transcriptional-translational feedback loops, whereby rhythmic expression of 'clock' gene products regulates the expression of associated genes in approximately 24-hour cycles. The specific transcriptional components differ between phylogenetic kingdoms. The unicellular pico-eukaryotic alga Ostreococcus tauri possesses a naturally minimized clock, which includes many features that are shared with plants, such as a central negative feedback loop that involves the morning-expressed CCA1 and evening-expressed TOC1 genes. Given that recent observations in animals and plants have revealed prominent post-translational contributions to timekeeping, a reappraisal of the transcriptional contribution to oscillator function is overdue. Here we show that non-transcriptional mechanisms are sufficient to sustain circadian timekeeping in the eukaryotic lineage, although they normally function in conjunction with transcriptional components. We identify oxidation of peroxiredoxin proteins as a transcription-independent rhythmic biomarker, which is also rhythmic in mammals. Moreover we show that pharmacological modulators of the mammalian clock mechanism have the same effects on rhythms in Ostreococcus. Post-translational mechanisms, and at least one rhythmic marker, seem to be better conserved than transcriptional clock regulators. It is plausible that the oldest oscillator components are non-transcriptional in nature, as in cyanobacteria, and are conserved across kingdoms.","2011-01-27","2025-01-31 15:33:01","2025-01-31 15:33:01","","554-8","","7331","469","","","","","","","","","","eng","","","","21270895","","","Edition: 2011/01/29","","","","Circadian Rhythm/*physiology; *Transcription, Genetic; Oxidation-Reduction; Biological Markers/analysis; Chlorophyta/drug effects/metabolism/*physiology; Cycloheximide/pharmacology; Deoxyadenosines/pharmacology; Gene Expression Regulation/drug effects; Peroxiredoxins/metabolism; Protein Synthesis Inhibitors/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2C4XITB","journalArticle","2013","Gould, P. D.; Ugarte, N.; Domijan, M.; Costa, M.; Foreman, J.; Macgregor, D.; Rose, K.; Griffiths, J.; Millar, A. J.; Finkenstadt, B.; Penfield, S.; Rand, D. A.; Halliday, K. J.; Hall, A. J.","Network balance via CRY signalling controls the Arabidopsis circadian clock over ambient temperatures","Mol Syst Biol","","1744-4292 (Electronic) 1744-4292 (Linking)","10.1038/msb.2013.7","http://www.ncbi.nlm.nih.gov/pubmed/23511208","Circadian clocks exhibit 'temperature compensation', meaning that they show only small changes in period over a broad temperature range. Several clock genes have been implicated in the temperature-dependent control of period in Arabidopsis. We show that blue light is essential for this, suggesting that the effects of light and temperature interact or converge upon common targets in the circadian clock. Our data demonstrate that two cryptochrome photoreceptors differentially control circadian period and sustain rhythmicity across the physiological temperature range. In order to test the hypothesis that the targets of light regulation are sufficient to mediate temperature compensation, we constructed a temperature-compensated clock model by adding passive temperature effects into only the light-sensitive processes in the model. Remarkably, this model was not only capable of full temperature compensation and consistent with mRNA profiles across a temperature range, but also predicted the temperature-dependent change in the level of LATE ELONGATED HYPOCOTYL, a key clock protein. Our analysis provides a systems-level understanding of period control in the plant circadian oscillator.","2013","2025-01-31 15:33:02","2025-01-31 15:33:02","","650","","","9","","","","","","","","","","eng","","","","23511208","","","Edition: 2013/03/21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78TYS4VA","journalArticle","2012","Pokhilko, A.; Fernandez, A. P.; Edwards, K. D.; Southern, M. M.; Halliday, K. J.; Millar, A. J.","The clock gene circuit in Arabidopsis includes a repressilator with additional feedback loops","Mol Syst Biol","","1744-4292 (Electronic) 1744-4292 (Linking)","10.1038/msb.2012.6","http://www.ncbi.nlm.nih.gov/pubmed/22395476","Circadian clocks synchronise biological processes with the day/night cycle, using molecular mechanisms that include interlocked, transcriptional feedback loops. Recent experiments identified the evening complex (EC) as a repressor that can be essential for gene expression rhythms in plants. Integrating the EC components in this role significantly alters our mechanistic, mathematical model of the clock gene circuit. Negative autoregulation of the EC genes constitutes the clock's evening loop, replacing the hypothetical component Y. The EC explains our earlier conjecture that the morning gene Pseudo-Response Regulator 9 was repressed by an evening gene, previously identified with Timing Of CAB Expression1 (TOC1). Our computational analysis suggests that TOC1 is a repressor of the morning genes Late Elongated Hypocotyl and Circadian Clock Associated1 rather than an activator as first conceived. This removes the necessity for the unknown component X (or TOC1mod) from previous clock models. As well as matching timeseries and phase-response data, the model provides a new conceptual framework for the plant clock that includes a three-component repressilator circuit in its complex structure.","2012","2025-01-31 15:33:02","2025-01-31 15:33:02","","574","","","8","","","","","","","","","","eng","","","","22395476","","","Edition: 2012/03/08","","","","Arabidopsis/*genetics; Models, Biological; Computational Biology; Photoperiod; Light; DNA-Binding Proteins/genetics; Arabidopsis Proteins/genetics/physiology; Circadian Rhythm/genetics; CLOCK Proteins/*genetics/physiology; Feedback, Physiological/*physiology; Gene Expression Regulation, Plant/radiation effects; Gene Regulatory Networks/*physiology; Plants, Genetically Modified; Repressor Proteins/*genetics; Transcription Factors/genetics/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3S35MHW","journalArticle","2010","Edwards, K. D.; Akman, O. E.; Knox, K.; Lumsden, P. J.; Thomson, A. W.; Brown, P. E.; Pokhilko, A.; Kozma-Bognar, L.; Nagy, F.; Rand, D. A.; Millar, A. J.","Quantitative analysis of regulatory flexibility under changing environmental conditions","Mol Syst Biol","","1744-4292 (Electronic) 1744-4292 (Linking)","10.1038/msb.2010.81","http://www.ncbi.nlm.nih.gov/pubmed/21045818","The circadian clock controls 24-h rhythms in many biological processes, allowing appropriate timing of biological rhythms relative to dawn and dusk. Known clock circuits include multiple, interlocked feedback loops. Theory suggested that multiple loops contribute the flexibility for molecular rhythms to track multiple phases of the external cycle. Clear dawn- and dusk-tracking rhythms illustrate the flexibility of timing in Ipomoea nil. Molecular clock components in Arabidopsis thaliana showed complex, photoperiod-dependent regulation, which was analysed by comparison with three contrasting models. A simple, quantitative measure, Dusk Sensitivity, was introduced to compare the behaviour of clock models with varying loop complexity. Evening-expressed clock genes showed photoperiod-dependent dusk sensitivity, as predicted by the three-loop model, whereas the one- and two-loop models tracked dawn and dusk, respectively. Output genes for starch degradation achieved dusk-tracking expression through light regulation, rather than a dusk-tracking rhythm. Model analysis predicted which biochemical processes could be manipulated to extend dusk tracking. Our results reveal how an operating principle of biological regulators applies specifically to the plant circadian clock.","2010-11-02","2025-01-31 15:33:02","2025-01-31 15:33:02","","424","","","6","","","","","","","","","","eng","","","","21045818","","","Edition: 2010/11/04","","","","Systems Biology/*methods; Genes, Reporter; Models, Biological; Photoperiod; Circadian Clocks/genetics/*physiology; Gene Regulatory Networks/*physiology; Arabidopsis/physiology; CLOCK Proteins/genetics/physiology; Ipomoea nil/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHND4L22","journalArticle","2008","Akman, O. E.; Locke, J. C.; Tang, S.; Carre, I.; Millar, A. J.; Rand, D. A.","Isoform switching facilitates period control in the Neurospora crassa circadian clock","Mol Syst Biol","","1744-4292 (Electronic) 1744-4292 (Linking)","10.1038/msb.2008.5","http://www.ncbi.nlm.nih.gov/pubmed/18277380","A striking and defining feature of circadian clocks is the small variation in period over a physiological range of temperatures. This is referred to as temperature compensation, although recent work has suggested that the variation observed is a specific, adaptive control of period. Moreover, given that many biological rate constants have a Q(10) of around 2, it is remarkable that such clocks remain rhythmic under significant temperature changes. We introduce a new mathematical model for the Neurospora crassa circadian network incorporating experimental work showing that temperature alters the balance of translation between a short and long form of the FREQUENCY (FRQ) protein. This is used to discuss period control and functionality for the Neurospora system. The model reproduces a broad range of key experimental data on temperature dependence and rhythmicity, both in wild-type and mutant strains. We present a simple mechanism utilising the presence of the FRQ isoforms (isoform switching) by which period control could have evolved, and argue that this regulatory structure may also increase the temperature range where the clock is robustly rhythmic.","2008","2025-01-31 15:33:02","2025-01-31 15:33:02","","164","","","4","","","","","","","","","","eng","","","","18277380","","","Edition: 2008/02/16","","","","Computer Simulation; Models, Statistical; Genes, Fungal; Kinetics; Transcription, Genetic; Phosphorylation; Mutation; Computational Biology/methods; Circadian Rhythm/genetics/*physiology; Alleles; Biological Clocks/genetics/*physiology; Feedback; Fungal Proteins/genetics/metabolism/*physiology; Neurospora crassa/genetics/*physiology; Protein Isoforms/genetics/metabolism/physiology; Proteins/metabolism; RNA, Messenger/metabolism; Software; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I23DP3HQ","journalArticle","2012","James, R.; Searcy, J. L.; Le Bihan, T.; Martin, S. F.; Gliddon, C. M.; Povey, J.; Deighton, R. F.; Kerr, L. E.; McCulloch, J.; Horsburgh, K.","Proteomic analysis of mitochondria in APOE transgenic mice and in response to an ischemic challenge","J Cereb Blood Flow Metab","","1559-7016 (Electronic) 0271-678X (Linking)","10.1038/jcbfm.2011.120","http://www.ncbi.nlm.nih.gov/pubmed/21878944","Apolipoprotein E (APOE)-varepsilon4 is associated with a deleterious outcome after ischemic brain injury, which may involve abnormal regulation of mitochondrial function. We have assessed the mitochondrial proteomic response of APOE-varepsilon3 and APOE-varepsilon4 transgenic mice to transient global ischemic injury in the hippocampus. A genotype-dependent increase in ApoE levels in mitochondria was observed after ischemia, with APOE-varepsilon4 mice showing significantly greater increases than APOE-varepsilon3 mice. Quantitative analysis of the mitochondria-enriched fractions was performed using liquid-chromatography mass spectrometry coupled to label-free analysis. Of the 1,067 identified proteins, 274 were mitochondria associated. Mitochondrial protein expression was significantly different between genotypes under basal conditions as well as in response to global ischemia. A total of 12 mitochondrial proteins (including respiratory chain proteins NDUFA11, NDUFS3, NDUF5B, ATP5J, as well as ETFA, CYB5B, ATP6V1A, HSPA1B, OXR1, GLUL, IARS2, and PHYHIPL) were significantly altered with respect to genotype, global ischemia, or their interaction (P<0.01). A compelling interactome, created using proteins found to be significantly modulated by global ischemia (P<0.05), involved proteins that regulate energy production and oxidative stress. Thus, APOE genotype has a differential effect on the mitochondrial protein expression in the absence and presence of an injury, which may underlie the differing genotype susceptibility.","2012-01","2025-01-31 15:33:02","2025-01-31 15:33:02","","164-76","","1","32","","","","","","","","","","eng","","","","21878944","","","Edition: 2011/09/01","","","","Animals; Mice; Computational Biology; Male; Proteomics/*methods; Apolipoprotein E3/genetics/*metabolism; Apolipoprotein E4/genetics/*metabolism; Chromatography, High Pressure Liquid; Disease Models, Animal; Electrophoresis, Polyacrylamide Gel; Genotype; Hippocampus/metabolism/pathology; Immunoblotting; Ischemic Attack, Transient/*metabolism/pathology; Mice, Transgenic; Mitochondria/*metabolism; Mitochondrial Proteins/*metabolism; Neural Networks (Computer); Oxidative Stress; Protein Isoforms; Tandem Mass Spectrometry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KV7AH56A","journalArticle","2011","Granneman, S.; Petfalski, E.; Tollervey, D.","A cluster of ribosome synthesis factors regulate pre-rRNA folding and 5.8S rRNA maturation by the Rat1 exonuclease","EMBO J","","1460-2075 (Electronic) 0261-4189 (Linking)","10.1038/emboj.2011.256","http://www.ncbi.nlm.nih.gov/pubmed/21811236","The 5'-exonuclease Rat1 degrades pre-rRNA spacer fragments and processes the 5'-ends of the 5.8S and 25S rRNAs. UV crosslinking revealed multiple Rat1-binding sites across the pre-rRNA, consistent with its known functions. The major 5.8S 5'-end is generated by Rat1 digestion of the internal transcribed spacer 1 (ITS1) spacer from cleavage site A(3). Processing from A(3) requires the 'A(3)-cluster' proteins, including Cic1, Erb1, Nop7, Nop12 and Nop15, which show interdependent pre-rRNA binding. Surprisingly, A(3)-cluster factors were not crosslinked close to site A(3), but bound sites around the 5.8S 3'- and 25S 5'-regions, which are base paired in mature ribosomes, and in the ITS2 spacer that separates these rRNAs. In contrast, Nop4, a protein required for endonucleolytic cleavage in ITS1, binds the pre-rRNA near the 5'-end of 5.8S. ITS2 was reported to undergo structural remodelling. In vivo chemical probing indicates that A(3)-cluster binding is required for this reorganization, potentially regulating the timing of processing. We predict that Nop4 and the A(3) cluster establish long-range interactions between the 5.8S and 25S rRNAs, which are subsequently maintained by ribosomal protein binding.","2011-10-05","2025-01-31 15:33:02","2025-01-31 15:33:02","","4006-19","","19","30","","","","","","","","","","eng","","","","21811236","","","Edition: 2011/08/04","","","","Models, Biological; Protein Binding; Binding Sites; Multigene Family; Nucleic Acid Conformation; *Gene Expression Regulation, Fungal; Carrier Proteins/genetics; Crystallography, X-Ray; DNA, Ribosomal Spacer; Exonucleases/*metabolism; Exoribonucleases/*metabolism; Ribosomal Proteins/genetics; Ribosomes/*metabolism; RNA Precursors/*genetics; RNA, Ribosomal, 5.8S/*genetics; Saccharomyces cerevisiae Proteins/genetics/*metabolism; Saccharomyces cerevisiae/*genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
