"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K2AYYSF4","journalArticle","2009","Kudla, G.; Murray, A. W.; Tollervey, D.; Plotkin, J. B.","Coding-sequence determinants of gene expression in Escherichia coli","Science","","1095-9203 (Electronic) 0036-8075 (Linking)","10.1126/science.1170160","http://www.ncbi.nlm.nih.gov/pubmed/19359587","Synonymous mutations do not alter the encoded protein, but they can influence gene expression. To investigate how, we engineered a synthetic library of 154 genes that varied randomly at synonymous sites, but all encoded the same green fluorescent protein (GFP). When expressed in Escherichia coli, GFP protein levels varied 250-fold across the library. GFP messenger RNA (mRNA) levels, mRNA degradation patterns, and bacterial growth rates also varied, but codon bias did not correlate with gene expression. Rather, the stability of mRNA folding near the ribosomal binding site explained more than half the variation in protein levels. In our analysis, mRNA folding and associated rates of translation initiation play a predominant role in shaping expression levels of individual genes, whereas codon bias influences global translation efficiency and cellular fitness.","2009-04-10","2025-01-16 09:57:22","2025-01-16 09:57:22","","255-8","","5924","324","","","","","","","","","","eng","","","","19359587","","","Edition: 2009/04/11","","","","*Codon; *Gene Expression; Amino Acid Substitution; Base Composition; Cloning, Molecular; Escherichia coli/*genetics/growth & development/metabolism; Gene Library; Genes, Synthetic; Green Fluorescent Proteins/*genetics/metabolism; Mutation; Nucleic Acid Conformation; Protein Biosynthesis; RNA Stability; RNA, Bacterial/chemistry/genetics/metabolism; RNA, Messenger/chemistry/*genetics/metabolism; Spectrometry, Fluorescence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3I24HDF","journalArticle","2011","Troein, C.; Corellou, F.; Dixon, L. E.; van Ooijen, G.; O'Neill, J. S.; Bouget, F. Y.; Millar, A. J.","Multiple light inputs to a simple clock circuit allow complex biological rhythms","Plant J","","1365-313X (Electronic) 0960-7412 (Linking)","10.1111/j.1365-313X.2011.04489.x","http://www.ncbi.nlm.nih.gov/pubmed/21219507","Circadian clocks are biological timekeepers that allow living cells to time their activity in anticipation of predictable environmental changes. Detailed understanding of the circadian network of higher plants, such as Arabidopsis thaliana, is hampered by the high number of partially redundant genes. However, the picoeukaryotic alga Ostreococcus tauri, which was recently shown to possess a small number of non-redundant clock genes, presents an attractive alternative target for detailed modelling of circadian clocks in the green lineage. Based on extensive time-series data from in vivo reporter gene assays, we developed a model of the Ostreococcus clock as a feedback loop between the genes TOC1 and CCA1. The model reproduces the dynamics of the transcriptional and translational reporters over a range of photoperiods. Surprisingly, the model is also able to predict the transient behaviour of the clock when the light conditions are altered. Despite the apparent simplicity of the clock circuit, it displays considerable complexity in its response to changing light conditions. Systematic screening of the effects of altered day length revealed a complex relationship between phase and photoperiod, which is also captured by the model. The complex light response is shown to stem from circadian gating of light-dependent mechanisms. This study provides insights into the contributions of light inputs to the Ostreococcus clock. The model suggests that a high number of light-dependent reactions are important for flexible timing in a circadian clock with only one feedback loop.","2011-04","2025-01-16 09:57:22","2025-01-16 09:57:22","","375-85","","2","66","","","","","","","","","","eng","","","","21219507","","","Edition: 2011/01/12","","","","*Circadian Clocks; Chlorophyta/genetics/physiology/*radiation effects; CLOCK Proteins/genetics/*radiation effects; Gene Expression Regulation, Plant; Light; Models, Biological; Photoperiod; Plant Proteins/genetics/*radiation effects; Transcription Factors/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3HE9K7Z","journalArticle","2010","Clark, A.; Gilmore, S.; Hillston, J.; Kemper, P.","Verification and Testing of Biological Models","Proceedings of the 2010 Winter Simulation Conference","","0891-7736","10.1109/Wsc.2010.5679126","://000287976700055","Simulation modeling in systems biology embarks on discrete event simulation only for cases of small cardinalities of entities and uses continuous simulation otherwise. Modern modeling environments like Bio-PEPA support both types of simulation within a single modeling formalism. Developing models for complex dynamic phenomena is not trivial in practice and requires careful verification and testing. In this paper, we describe relevant steps in the verification and testing of a TNF alpha-mediated NF-kappa B signal transduction pathway model and discuss to what extent automated techniques help a practitioner to derive a suitable model.","2010","2025-01-16 09:57:22","2025-01-16 09:57:22","","620-630","","","","","Wint Simul C Proc","","","","","","","","English","","","","ISI:000287976700055","","","","","","","pathway; stochastic simulation; systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IZDKBTR","journalArticle","2009","Ciocchetta, F.; Duguid, A.; Gilmore, S.; Guerriero, M. L.; Hillston, J.","The Bio-PEPA Tool Suite","Sixth International Conference on the Quantitative Evaluation of Systems, Proceedings","","","10.1109/Qest.2009.27","://000275039200036","","2009","2025-01-16 09:57:22","2025-01-16 09:57:22","","309-310","","","","","Int Conf Quant Eval","","","","","","","","English","","","","ISI:000275039200036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4QB2YHCG","journalArticle","2008","Faulkner, C.; Akman, O. E.; Bell, K.; Jeffree, C.; Oparka, K.","Peeking into pit fields: a multiple twinning model of secondary plasmodesmata formation in tobacco","Plant Cell","","1040-4651 (Print) 1040-4651 (Linking)","10.1105/tpc.107.056903","http://www.ncbi.nlm.nih.gov/pubmed/18667640","In higher plants, plasmodesmata (PD) are major conduits for cell-cell communication. Primary PD are laid down at cytokinesis, while secondary PD arise during wall extension. During leaf development, the basal cell walls of trichomes extend radially without division, providing a convenient system for studying the origin of secondary PD. We devised a simple freeze-fracture protocol for examining large numbers of PD in surface view. In the postcytokinetic wall, simple PD were distributed randomly. As the wall extended, PD became twinned at the cell periphery. Additional secondary pores were inserted at right angles to these, giving rise to pit fields composed of several paired PD. During wall extension, the number of PD increased fivefold due to the insertion of secondary PD. Our data are consistent with a model in which a subset of the original primary PD pores function as templates for the insertion of new secondary PD, spatially fixing the position of future pit fields. Many of the new PD shared the same wall collar as the original PD pore, suggesting that new PD pores may arise by fissions of existing PD progenitors. Different models of secondary PD formation are discussed. Our data are supported by a computational model, Plasmodesmap, which accurately simulates the formation of radial pit fields during cell wall extension based on the occurrence of multiple PD twinning events in the cell wall. The model predicts PD distributions with striking resemblance to those seen on fractured wall faces.","2008-06","2025-01-16 09:57:22","2025-01-16 09:57:22","","1504-18","","6","20","","","","","","","","","","eng","","","","18667640","","","Edition: 2008/08/01","","","","*Models, Biological; Cell Wall/metabolism/ultrastructure; Computer Simulation; Cytokinesis; Freeze Fracturing; Microscopy, Electron, Scanning; Microscopy, Electron, Transmission; Microscopy, Fluorescence; Plasmodesmata/*metabolism/ultrastructure; Tobacco/*metabolism/ultrastructure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YRI6F4U","journalArticle","2010","Ohta, S.; Bukowski-Wills, J. C.; Wood, L.; de Lima Alves, F.; Chen, Z.; Rappsilber, J.; Earnshaw, W. C.","Proteomics of isolated mitotic chromosomes identifies the kinetochore protein Ska3/Rama1","Cold Spring Harb Symp Quant Biol","","1943-4456 (Electronic) 0091-7451 (Linking)","10.1101/sqb.2010.75.022","http://www.ncbi.nlm.nih.gov/pubmed/21289047","Despite many decades of study, mitotic chromosomes remain poorly characterized with respect to their structure and composition. Here, we have purified mitotic chromosomes from nocodazole-treated chicken DT40 cells. These chromosomes have a 0.7:1:1 ratio of nonhistone proteins to histones to DNA. They also contain a significant content of RNAs that have yet to be characterized. Overall, the isolated chromosomes contained >4000 polypeptides, >500 of which are either novel or uncharacterized. Elsewhere, we have developed an approach for comparing the results of multiple proteomics experiments. As a validation of this approach, one of 13 novel centromere proteins identified was found to occur in a complex with the previously described proteins Ska1 and Ska2. This novel protein, now known as Ska3/Rama1, occupies a unique domain in the outer kinetochore and was revealed by RNA interference (RNAi) experiments to be essential for cell cycle progression in human cells. The approach presented here offers a powerful way to define the functional proteome of complex organelles and structures whose composition is not simple or fixed.","2010","2025-01-16 09:57:22","2025-01-16 09:57:22","","433-8","","","75","","","","","","","","","","eng","","","","21289047","","","Edition: 2011/02/04","","","","*Mitosis; Animals; Cell Line; Chickens; DNA/metabolism; Histones/metabolism; Humans; Kinetochores/*metabolism; Microtubule-Associated Proteins/*metabolism; Protein Binding; Proteome/metabolism; Proteomics/*methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCTFYWM7","journalArticle","2013","Aitken, S.; Alexander, R. D.; Beggs, J. D.","A rule-based kinetic model of RNA polymerase II C-terminal domain phosphorylation","J R Soc Interface","","1742-5662 (Electronic) 1742-5662 (Linking)","10.1098/rsif.2013.0438","http://www.ncbi.nlm.nih.gov/pubmed/23804443","The complexity of many RNA processing pathways is such that a conventional systems modelling approach is inadequate to represent all the molecular species involved. We demonstrate that rule-based modelling permits a detailed model of a complex RNA signalling pathway to be defined. Phosphorylation of the RNA polymerase II (RNAPII) C-terminal domain (CTD; a flexible tail-like extension of the largest subunit) couples pre-messenger RNA capping, splicing and 3' end maturation to transcriptional elongation and termination, and plays a central role in integrating these processes. The phosphorylation states of the serine residues of many heptapeptide repeats of the CTD alter along the coding region of genes as a function of distance from the promoter. From a mechanistic perspective, both the changes in phosphorylation and the location at which they take place on the genes are a function of the time spent by RNAPII in elongation as this interval provides the opportunity for the kinases and phosphatases to interact with the CTD. On this basis, we synthesize the available data to create a kinetic model of the action of the known kinases and phosphatases to resolve the phosphorylation pathways and their kinetics.","2013","2025-01-16 09:57:22","2025-01-16 09:57:22","","20130438","","86","10","","","","","","","","","","eng","","","","23804443","","","Edition: 2013/06/28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UETAHSUT","journalArticle","2012","Akman, O. E.; Watterson, S.; Parton, A.; Binns, N.; Millar, A. J.; Ghazal, P.","Digital clocks: simple Boolean models can quantitatively describe circadian systems","J R Soc Interface","","1742-5662 (Electronic) 1742-5662 (Linking)","10.1098/rsif.2012.0080","http://www.ncbi.nlm.nih.gov/pubmed/22499125","The gene networks that comprise the circadian clock modulate biological function across a range of scales, from gene expression to performance and adaptive behaviour. The clock functions by generating endogenous rhythms that can be entrained to the external 24-h day-night cycle, enabling organisms to optimally time biochemical processes relative to dawn and dusk. In recent years, computational models based on differential equations have become useful tools for dissecting and quantifying the complex regulatory relationships underlying the clock's oscillatory dynamics. However, optimizing the large parameter sets characteristic of these models places intense demands on both computational and experimental resources, limiting the scope of in silico studies. Here, we develop an approach based on Boolean logic that dramatically reduces the parametrization, making the state and parameter spaces finite and tractable. We introduce efficient methods for fitting Boolean models to molecular data, successfully demonstrating their application to synthetic time courses generated by a number of established clock models, as well as experimental expression levels measured using luciferase imaging. Our results indicate that despite their relative simplicity, logic models can (i) simulate circadian oscillations with the correct, experimentally observed phase relationships among genes and (ii) flexibly entrain to light stimuli, reproducing the complex responses to variations in daylength generated by more detailed differential equation formulations. Our work also demonstrates that logic models have sufficient predictive power to identify optimal regulatory structures from experimental data. By presenting the first Boolean models of circadian circuits together with general techniques for their optimization, we hope to establish a new framework for the systematic modelling of more complex clocks, as well as other circuits with different qualitative dynamics. In particular, we anticipate that the ability of logic models to provide a computationally efficient representation of system behaviour could greatly facilitate the reverse-engineering of large-scale biochemical networks.","2012-09-07","2025-01-16 09:57:22","2025-01-16 09:57:22","","2365-82","","74","9","","","","","","","","","","eng","","","","22499125","","","Edition: 2012/04/14","","","","*Models, Biological; *Photoperiod; Arabidopsis/*physiology; Circadian Clocks/*physiology; Gene Expression Regulation/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHRRYBP3","journalArticle","2012","Guerriero, M. L.; Pokhilko, A.; Fernandez, A. P.; Halliday, K. J.; Millar, A. J.; Hillston, J.","Stochastic properties of the plant circadian clock","J R Soc Interface","","1742-5662 (Electronic) 1742-5662 (Linking)","10.1098/rsif.2011.0378","http://www.ncbi.nlm.nih.gov/pubmed/21880617","Circadian clocks are gene regulatory networks whose role is to help the organisms to cope with variations in environmental conditions such as the day/night cycle. In this work, we explored the effects of molecular noise in single cells on the behaviour of the circadian clock in the plant model species Arabidopsis thaliana. The computational modelling language Bio-PEPA enabled us to give a stochastic interpretation of an existing deterministic model of the clock, and to easily compare the results obtained via stochastic simulation and via numerical solution of the deterministic model. First, the introduction of stochasticity in the model allowed us to estimate the unknown size of the system. Moreover, stochasticity improved the description of the available experimental data in several light conditions: noise-induced fluctuations yield a faster entrainment of the plant clock under certain photoperiods and are able to explain the experimentally observed dampening of the oscillations in plants under constant light conditions. The model predicts that the desynchronization between noisy oscillations in single cells contributes to the observed damped oscillations at the level of the cell population. Analysis of the phase, period and amplitude distributions under various light conditions demonstrated robust entrainment of the plant clock to light/dark cycles which closely matched the available experimental data.","2012-04-07","2025-01-16 09:57:22","2025-01-16 09:57:22","","744-56","","69","9","","","","","","","","","","eng","","","","21880617","","","Edition: 2011/09/02","","","","*Models, Biological; Arabidopsis/genetics/*physiology; Circadian Clocks/genetics/*physiology; Computer Simulation; DNA-Binding Proteins/genetics; Gene Regulatory Networks; Genome, Plant; Photoperiod; RNA, Messenger/genetics/metabolism; RNA, Plant/genetics/metabolism; Stochastic Processes; Systems Biology; Transcription Factors/genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XT5ULRZQ","journalArticle","2013","Trilling, M.; Bellora, N.; Rutkowski, A. J.; de Graaf, M.; Dickinson, P.; Robertson, K.; Prazeres da Costa, O.; Ghazal, P.; Friedel, C. C.; Alba, M. M.; Dolken, L.","Deciphering the modulation of gene expression by type I and II interferons combining 4sU-tagging, translational arrest and in silico promoter analysis","Nucleic Acids Res","","1362-4962 (Electronic) 0305-1048 (Linking)","10.1093/nar/gkt589","http://www.ncbi.nlm.nih.gov/pubmed/23832230","Interferons (IFN) play a pivotal role in innate immunity, orchestrating a cell-intrinsic anti-pathogenic state and stimulating adaptive immune responses. The complex interplay between the primary response to IFNs and its modulation by positive and negative feedback loops is incompletely understood. Here, we implement the combination of high-resolution gene-expression profiling of nascent RNA with translational inhibition of secondary feedback by cycloheximide. Unexpectedly, this approach revealed a prominent role of negative feedback mechanisms during the immediate (</=60 min) IFNalpha response. In contrast, a more complex picture involving both negative and positive feedback loops was observed on IFNgamma treatment. IFNgamma-induced repression of genes associated with regulation of gene expression, cellular development, apoptosis and cell growth resulted from cycloheximide-resistant primary IFNgamma signalling. In silico promoter analysis revealed significant overrepresentation of SP1/SP3-binding sites and/or GC-rich stretches. Although signal transducer and activator of transcription 1 (STAT1)-binding sites were not overrepresented, repression was lost in absence of STAT1. Interestingly, basal expression of the majority of these IFNgamma-repressed genes was dependent on STAT1 in IFN-naive fibroblasts. Finally, IFNgamma-mediated repression was also found to be evident in primary murine macrophages. IFN-repressed genes include negative regulators of innate and stress response, and their decrease may thus aid the establishment of a signalling perceptive milieu.","2013-07-05","2025-01-16 09:57:22","2025-01-16 09:57:22","","","","","","","","","","","","","","","Eng","","","","23832230","","","Edition: 2013/07/09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HU2LUL8B","journalArticle","2012","Gardano, L.; Holland, L.; Oulton, R.; Le Bihan, T.; Harrington, L.","Native gel electrophoresis of human telomerase distinguishes active complexes with or without dyskerin","Nucleic Acids Res","","1362-4962 (Electronic) 0305-1048 (Linking)","10.1093/nar/gkr1243","http://www.ncbi.nlm.nih.gov/pubmed/22187156","Telomeres, the ends of linear chromosomes, safeguard against genome instability. The enzyme responsible for extension of the telomere 3' terminus is the ribonucleoprotein telomerase. Whereas telomerase activity can be reconstituted in vitro with only the telomerase RNA (hTR) and telomerase reverse transcriptase (TERT), additional components are required in vivo for enzyme assembly, stability and telomere extension activity. One such associated protein, dyskerin, promotes hTR stability in vivo and is the only component to co-purify with active, endogenous human telomerase. We used oligonucleotide-based affinity purification of hTR followed by native gel electrophoresis and in-gel telomerase activity detection to query the composition of telomerase at different purification stringencies. At low salt concentrations (0.1 M NaCl), affinity-purified telomerase was 'supershifted' with an anti-dyskerin antibody, however the association with dyskerin was lost after purification at 0.6 M NaCl, despite the retention of telomerase activity and a comparable yield of hTR. The interaction of purified hTR and dyskerin in vitro displayed a similar salt-sensitive interaction. These results demonstrate that endogenous human telomerase, once assembled and active, does not require dyskerin for catalytic activity. Native gel electrophoresis may prove useful in the characterization of telomerase complexes under various physiological conditions.","2012-03","2025-01-16 09:57:22","2025-01-16 09:57:22","","e36","","5","40","","","","","","","","","","eng","","","","22187156","","","Edition: 2011/12/22","","","","*Electrophoresis; Antibodies; Cell Cycle Proteins/immunology/*metabolism; Cell Line, Tumor; Humans; Nuclear Proteins/immunology/*metabolism; Oligonucleotides; Sodium Chloride/chemistry; Telomerase/analysis/*isolation & purification/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63CE3BX5","journalArticle","2013","Ocone, A.; Millar, A. J.; Sanguinetti, G.","Hybrid regulatory models: a statistically tractable approach to model regulatory network dynamics","Bioinformatics","","1367-4811 (Electronic) 1367-4803 (Linking)","10.1093/bioinformatics/btt069","http://www.ncbi.nlm.nih.gov/pubmed/23407360","MOTIVATION: Computational modelling of the dynamics of gene regulatory networks is a central task of systems biology. For networks of small/medium scale, the dominant paradigm is represented by systems of coupled non-linear ordinary differential equations (ODEs). ODEs afford great mechanistic detail and flexibility, but calibrating these models to data is often an extremely difficult statistical problem. RESULTS: Here, we develop a general statistical inference framework for stochastic transcription-translation networks. We use a coarse-grained approach, which represents the system as a network of stochastic (binary) promoter and (continuous) protein variables. We derive an exact inference algorithm and an efficient variational approximation that allows scalable inference and learning of the model parameters. We demonstrate the power of the approach on two biological case studies, showing that the method allows a high degree of flexibility and is capable of testable novel biological predictions.Availability and implementation: http://homepages.inf.ed.ac.uk/gsanguin/software.html. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online. CONTACT: G.Sanguinetti@ed.ac.uk.","2013-03-04","2025-01-16 09:57:22","2025-01-16 09:57:22","","","","","","","","","","","","","","","Eng","","","","23407360","","","Edition: 2013/02/15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WISJRFHW","journalArticle","2013","Adams, R.; Clark, A.; Yamaguchi, A.; Hanlon, N.; Tsorman, N.; Ali, S.; Lebedeva, G.; Goltsov, A.; Sorokin, A.; Akman, O. E.; Troein, C.; Millar, A. J.; Goryanin, I.; Gilmore, S.","SBSI: an extensible distributed software infrastructure for parameter estimation in systems biology","Bioinformatics","","1367-4811 (Electronic) 1367-4803 (Linking)","10.1093/bioinformatics/btt023","http://www.ncbi.nlm.nih.gov/pubmed/23329415","SUMMARY: Complex computational experiments in Systems Biology, such as fitting model parameters to experimental data, can be challenging to perform. Not only do they frequently require a high level of computational power, but the software needed to run the experiment needs to be usable by scientists with varying levels of computational expertise, and modellers need to be able to obtain up-to-date experimental data resources easily. We have developed a software suite, the Systems Biology Software Infrastructure (SBSI), to facilitate the parameter-fitting process. SBSI is a modular software suite composed of three major components: SBSINumerics, a high-performance library containing parallelized algorithms for performing parameter fitting; SBSIDispatcher, a middleware application to track experiments and submit jobs to back-end servers; and SBSIVisual, an extensible client application used to configure optimization experiments and view results. Furthermore, we have created a plugin infrastructure to enable project-specific modules to be easily installed. Plugin developers can take advantage of the existing user-interface and application framework to customize SBSI for their own uses, facilitated by SBSI's use of standard data formats. Availability and implementation: All SBSI binaries and source-code are freely available from http://sourceforge.net/projects/sbsi under an Apache 2 open-source license. The server-side SBSINumerics runs on any Unix-based operating system; both SBSIVisual and SBSIDispatcher are written in Java and are platform independent, allowing use on Windows, Linux and Mac OS X. The SBSI project website at http://www.sbsi.ed.ac.uk provides documentation and tutorials. Contact: stg@inf.ed.ac.uk Supplementary information: Supplementary data are available at Bioinformatics online.","2013-03-01","2025-01-16 09:57:22","2025-01-16 09:57:22","","664-665","","5","29","","","","","","","","","","Eng","","","","23329415","","","Edition: 2013/01/19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HI79DLI4","journalArticle","2012","Adams, R. R.","SED-ED, a workflow editor for computational biology experiments written in SED-ML","Bioinformatics","","1367-4811 (Electronic) 1367-4803 (Linking)","10.1093/bioinformatics/bts101","http://www.ncbi.nlm.nih.gov/pubmed/22368254","The simulation experiment description markup language (SED-ML) is a new community data standard to encode computational biology experiments in a computer-readable XML format. Its widespread adoption will require the development of software support to work with SED-ML files. Here, we describe a software tool, SED-ED, to view, edit, validate and annotate SED-ML documents while shielding end-users from the underlying XML representation. SED-ED supports modellers who wish to create, understand and further develop a simulation description provided in SED-ML format. AVAILABILITY AND IMPLEMENTATION: SED-ED is available as a standalone Java application, as an Eclipse plug-in and as an SBSI (www.sbsi.ed.ac.uk) plug-in, all under an MIT open-source license. Source code is at https://sed-ed-sedmleditor.googlecode.com/svn. The application itself is available from https://sourceforge.net/projects/jlibsedml/files/SED-ED/.","2012-04-15","2025-01-16 09:57:22","2025-01-16 09:57:22","","1180-1","","8","28","","","","","","","","","","eng","","","","22368254","","","Edition: 2012/03/01","","","","*Models, Biological; *Software; Computational Biology; Humans; Programming Languages; Systems Biology/methods; User-Computer Interface; Workflow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PXRNSRL","journalArticle","2008","Grzegorczyk, M.; Husmeier, D.; Edwards, K. D.; Ghazal, P.; Millar, A. J.","Modelling non-stationary gene regulatory processes with a non-homogeneous Bayesian network and the allocation sampler","Bioinformatics","","1367-4811 (Electronic) 1367-4803 (Linking)","10.1093/bioinformatics/btn367","http://www.ncbi.nlm.nih.gov/pubmed/18664467","METHOD: The objective of the present article is to propose and evaluate a probabilistic approach based on Bayesian networks for modelling non-homogeneous and non-linear gene regulatory processes. The method is based on a mixture model, using latent variables to assign individual measurements to different classes. The practical inference follows the Bayesian paradigm and samples the network structure, the number of classes and the assignment of latent variables from the posterior distribution with Markov Chain Monte Carlo (MCMC), using the recently proposed allocation sampler as an alternative to RJMCMC. RESULTS: We have evaluated the method using three criteria: network reconstruction, statistical significance and biological plausibility. In terms of network reconstruction, we found improved results both for a synthetic network of known structure and for a small real regulatory network derived from the literature. We have assessed the statistical significance of the improvement on gene expression time series for two different systems (viral challenge of macrophages, and circadian rhythms in plants), where the proposed new scheme tends to outperform the classical BGe score. Regarding biological plausibility, we found that the inference results obtained with the proposed method were in excellent agreement with biological findings, predicting dichotomies that one would expect to find in the studied systems. AVAILABILITY: Two supplementary papers on theoretical (T) and experi-mental (E) aspects and the datasets used in our study are available from http://www.bioss.ac.uk/associates/marco/supplement/","2008-09-15","2025-01-16 09:57:22","2025-01-16 09:57:22","","2071-8","","18","24","","","","","","","","","","eng","","","","18664467","","","Edition: 2008/07/31","","","","*Gene Regulatory Networks; *Models, Genetic; *Models, Statistical; Algorithms; Arabidopsis/genetics/physiology; Bayes Theorem; Circadian Rhythm; Computer Simulation; Gene Expression Profiling/*methods; Macrophages/cytology/metabolism; Proteome/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HWZ845C","journalArticle","2012","Planas-Iglesias, J.; Guney, E.; Garcia-Garcia, J.; Robertson, K. A.; Raza, S.; Freeman, T. C.; Ghazal, P.; Oliva, B.","Extending signaling pathways with protein-interaction networks. Application to apoptosis","OMICS","","1557-8100 (Electronic) 1536-2310 (Linking)","10.1089/omi.2011.0130","http://www.ncbi.nlm.nih.gov/pubmed/22385281","Cells exploit signaling pathways during responses to environmental changes, and these processes are often modulated during disease. Particularly, relevant human pathologies such as cancer or viral infections require downregulating apoptosis signaling pathways to progress. As a result, the identification of proteins responsible for these changes is essential for the diagnostics and development of therapeutics. Transferring functional annotation within protein interaction networks has proven useful to identify such proteins, although this is not a trivial task. Here, we used different scoring methods to transfer annotation from 53 well-studied members of the human apoptosis pathways (as known by 2005) to their protein interactors. All scoring methods produced significant predictions (compared to a random negative model), but its number was too large to be useful. Thus, we made a final prediction using specific combinations of scoring methods and compared it to the proteins related to apoptosis signaling pathways during the last 5 years. We propose 273 candidate proteins that may be relevant in apoptosis signaling pathways. Although some of them have known functions consistent with their proposed apoptotsis involvement, the majority have not been annotated yet, leaving room for further experimental studies. We provide our predictions at http://sbi.imim.es/web/Apoptosis.php.","2012-05","2025-01-16 09:57:22","2025-01-16 09:57:22","","245-56","","5","16","","","","","","","","","","eng","","","","22385281","","","Edition: 2012/03/06","","","","Apoptosis/*physiology; Computational Biology/methods; Humans; Models, Biological; Protein Interaction Maps/*physiology; Signal Transduction/*physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXSGI8GV","journalArticle","2011","Schmidt, U.; Basyuk, E.; Robert, M. C.; Yoshida, M.; Villemin, J. P.; Auboeuf, D.; Aitken, S.; Bertrand, E.","Real-time imaging of cotranscriptional splicing reveals a kinetic model that reduces noise: implications for alternative splicing regulation","J Cell Biol","","1540-8140 (Electronic) 0021-9525 (Linking)","10.1083/jcb.201009012","http://www.ncbi.nlm.nih.gov/pubmed/21624952","Splicing is a key process that expands the coding capacity of genomes. Its kinetics remain poorly characterized, and the distribution of splicing time caused by the stochasticity of single splicing events is expected to affect regulation efficiency. We conducted a small-scale survey on 40 introns in human cells and observed that most were spliced cotranscriptionally. Consequently, we constructed a reporter system that splices cotranscriptionally and can be monitored in live cells and in real time through the use of MS2-GFP. All small nuclear ribonucleoproteins (snRNPs) are loaded on nascent pre-mRNAs, and spliceostatin A inhibits splicing but not snRNP recruitment. Intron removal occurs in minutes and is best described by a model where several successive steps are rate limiting. Each pre-mRNA molecule is predicted to require a similar time to splice, reducing kinetic noise and improving the regulation of alternative splicing. This model is relevant to other kinetically controlled processes acting on few molecules.","2011-05-30","2025-01-16 09:57:22","2025-01-16 09:57:22","","819-29","","5","193","","","","","","","","","","eng","","","","21624952","","","Edition: 2011/06/01","","","","*Models, Biological; *Transcription, Genetic; Alternative Splicing/*genetics; Cell Line, Tumor; Humans; Kinetics; Molecular Imaging/*methods; Ribonucleoprotein, U1 Small Nuclear/metabolism; RNA, Messenger/*genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
